Year,Month,Day,Hour,Minute,GHI,Temperature,Solar Zenith Angle,Surface Albedo,DHI,DNI
2018,3,6,0,30,0,11.3,114.1,0.2,0,0
2018,3,6,1,30,0,10.9,101.07,0.2,0,0
2018,3,6,2,30,0,10.8,87.8,0.2,20,90
2018,3,6,3,30,0,10.6,75.19,0.2,70,498
2018,3,6,4,30,0,10.9,62.94,0.2,150,509
2018,3,6,5,30,23,12.9,51.67,0.2,154,725
2018,3,6,6,30,197,16.2,42.27,0.2,310,448
2018,3,6,7,30,381,19.2,36.29,0.2,352,444
2018,3,6,8,30,604,21.3,35.52,0.2,424,228
2018,3,6,9,30,641,22.6,40.26,0.2,313,497
2018,3,6,10,30,709,23.5,48.93,0.2,291,378
2018,3,6,11,30,610,24.1,59.81,0.2,96,838
2018,3,6,12,30,692,24.4,71.85,0.2,74,690
2018,3,6,13,30,539,24.2,84.45,0.2,35,301
2018,3,6,14,30,517,23.5,97.55,0.2,0,0
2018,3,6,15,30,289,21.2,110.59,0.2,0,0
2018,3,6,16,30,64,18.1,123.44,0.2,0,0
2018,3,6,17,30,0,16,135.75,0.2,0,0
2018,3,6,18,30,0,14.6,146.7,0.2,0,0
2018,3,6,19,30,0,13.6,154.37,0.2,0,0
2018,3,6,20,30,0,12.8,155.38,0.2,0,0
2018,3,6,21,30,0,12.2,149.07,0.2,0,0
2018,3,6,22,30,0,11.7,138.7,0.2,0,0
2018,3,6,23,30,0,11.3,126.63,0.2,0,0
2018,3,7,0,30,0,10.8,113.86,0.2,0,0
2018,3,7,1,30,0,10.3,100.83,0.2,0,0
2018,3,7,2,30,0,10.1,87.57,0.2,19,105
2018,3,7,3,30,0,9.5,74.94,0.2,70,605
2018,3,7,4,30,0,9.9,62.66,0.2,95,797
2018,3,7,5,30,23,12.9,51.36,0.2,112,886
2018,3,7,6,30,227,17.1,41.91,0.2,124,929
2018,3,7,7,30,461,20.2,35.9,0.2,134,943
2018,3,7,8,30,665,22.4,35.14,0.2,141,930
2018,3,7,9,30,815,23.7,39.95,0.2,143,900
2018,3,7,10,30,898,24.5,48.68,0.2,140,837
2018,3,7,11,30,901,24.9,59.61,0.2,204,383
2018,3,7,12,30,833,25,71.69,0.2,93,493
2018,3,7,13,30,692,24.6,84.31,0.2,42,150
2018,3,7,14,30,398,23.7,97.41,0.2,0,0
2018,3,7,15,30,247,21.6,110.45,0.2,0,0
2018,3,7,16,30,57,18.8,123.29,0.2,0,0
2018,3,7,17,30,0,17.2,135.56,0.2,0,0
2018,3,7,18,30,0,16.4,146.45,0.2,0,0
2018,3,7,19,30,0,15.3,154.02,0.2,0,0
2018,3,7,20,30,0,14.1,154.99,0.2,0,0
2018,3,7,21,30,0,13.2,148.72,0.2,0,0
2018,3,7,22,30,0,12.5,138.4,0.2,0,0
2018,3,7,23,30,0,11.9,126.36,0.2,0,0
2018,3,8,0,30,0,11.4,113.61,0.2,0,0
2018,3,8,1,30,0,11,100.58,0.2,0,0
2018,3,8,2,30,0,10.9,87.33,0.2,20,77
2018,3,8,3,30,0,10.3,74.68,0.2,79,548
2018,3,8,4,30,0,10.5,62.38,0.2,209,158
2018,3,8,5,30,24,13.4,51.04,0.2,218,545
2018,3,8,6,30,224,18,41.55,0.2,304,488
2018,3,8,7,30,282,21.4,35.5,0.2,144,917
2018,3,8,8,30,560,23.4,34.76,0.2,362,479
2018,3,8,9,30,669,24.6,39.63,0.2,317,507
2018,3,8,10,30,890,25.4,48.44,0.2,297,368
2018,3,8,11,30,755,26,59.41,0.2,235,135
2018,3,8,12,30,707,26.1,71.53,0.2,122,34
2018,3,8,13,30,541,25.8,84.17,0.2,43,164
2018,3,8,14,30,303,25,97.28,0.2,0,0
2018,3,8,15,30,133,22.9,110.31,0.2,0,0
2018,3,8,16,30,59,20.2,123.13,0.2,0,0
2018,3,8,17,30,0,18.3,135.36,0.2,0,0
2018,3,8,18,30,0,17.2,146.19,0.2,0,0
2018,3,8,19,30,0,16,153.67,0.2,0,0
2018,3,8,20,30,0,15.1,154.59,0.2,0,0
2018,3,8,21,30,0,14.6,148.37,0.2,0,0
2018,3,8,22,30,0,14.2,138.1,0.2,0,0
2018,3,8,23,30,0,13.7,126.1,0.2,0,0
2018,3,9,0,30,0,13.1,113.36,0.2,0,0
2018,3,9,1,30,0,12.8,100.34,0.2,0,0
2018,3,9,2,30,0,12.7,87.1,0.2,21,55
2018,3,9,3,30,0,12.5,74.42,0.2,89,492
2018,3,9,4,30,0,12.7,62.1,0.2,124,692
2018,3,9,5,30,24,14.7,50.72,0.2,151,784
2018,3,9,6,30,221,18.5,41.19,0.2,167,833
2018,3,9,7,30,447,22.2,35.11,0.2,177,850
2018,3,9,8,30,647,24.4,34.39,0.2,369,426
2018,3,9,9,30,794,25.6,39.32,0.2,386,290
2018,3,9,10,30,872,26.4,48.19,0.2,324,106
2018,3,9,11,30,720,26.6,59.22,0.2,227,271
2018,3,9,12,30,610,26.3,71.36,0.2,21,0
2018,3,9,13,30,395,25.5,84.02,0.2,5,0
2018,3,9,14,30,366,24.3,97.14,0.2,0,0
2018,3,9,15,30,21,22.6,110.17,0.2,0,0
2018,3,9,16,30,5,20.3,122.97,0.2,0,0
2018,3,9,17,30,0,18.3,135.17,0.2,0,0
2018,3,9,18,30,0,17.3,145.93,0.2,0,0
2018,3,9,19,30,0,16.5,153.32,0.2,0,0
2018,3,9,20,30,0,15.8,154.2,0.2,0,0
2018,3,9,21,30,0,15.1,148.02,0.2,0,0
2018,3,9,22,30,0,14.4,137.8,0.2,0,0
2018,3,9,23,30,0,13.5,125.83,0.2,0,0
2018,3,10,0,30,0,12.8,113.11,0.2,0,0
2018,3,10,1,30,0,12.3,100.1,0.2,0,0
2018,3,10,2,30,0,12.2,86.86,0.2,23,43
2018,3,10,3,30,0,11.8,74.16,0.2,98,462
2018,3,10,4,30,0,12,61.81,0.2,136,671
2018,3,10,5,30,26,13.7,50.4,0.2,161,773
2018,3,10,6,30,224,17.4,40.83,0.2,179,819
2018,3,10,7,30,453,21.3,34.72,0.2,191,836
2018,3,10,8,30,654,24,34.01,0.2,198,824
2018,3,10,9,30,798,25.5,39.01,0.2,197,789
2018,3,10,10,30,879,26.4,47.95,0.2,184,734
2018,3,10,11,30,881,26.8,59.03,0.2,158,641
2018,3,10,12,30,810,26.6,71.2,0.2,117,473
2018,3,10,13,30,676,26,83.88,0.2,46,129
2018,3,10,14,30,488,24.9,97,0.2,0,0
2018,3,10,15,30,269,23,110.03,0.2,0,0
2018,3,10,16,30,60,20.5,122.82,0.2,0,0
2018,3,10,17,30,0,18.6,134.97,0.2,0,0
2018,3,10,18,30,0,17.6,145.67,0.2,0,0
2018,3,10,19,30,0,16.9,152.97,0.2,0,0
2018,3,10,20,30,0,16.3,153.8,0.2,0,0
2018,3,10,21,30,0,15.8,147.66,0.2,0,0
2018,3,10,22,30,0,15,137.49,0.2,0,0
2018,3,10,23,30,0,14.3,125.56,0.2,0,0
2018,3,11,0,30,0,13.9,112.85,0.2,0,0
2018,3,11,1,30,0,13.7,99.85,0.2,0,0
2018,3,11,2,30,0,13.6,86.62,0.2,25,41
2018,3,11,3,30,0,13.5,73.89,0.2,102,442
2018,3,11,4,30,0,13.8,61.53,0.2,142,652
2018,3,11,5,30,27,15.7,50.08,0.2,165,757
2018,3,11,6,30,225,19.6,40.47,0.2,183,811
2018,3,11,7,30,453,23.3,34.32,0.2,197,827
2018,3,11,8,30,651,25.6,33.63,0.2,210,809
2018,3,11,9,30,800,26.8,38.7,0.2,221,754
2018,3,11,10,30,880,27.6,47.71,0.2,307,350
2018,3,11,11,30,883,28,58.84,0.2,216,495
2018,3,11,12,30,810,28.1,71.05,0.2,165,256
2018,3,11,13,30,542,27.7,83.75,0.2,17,0
2018,3,11,14,30,473,26.7,96.87,0.2,0,0
2018,3,11,15,30,248,24.6,109.89,0.2,0,0
2018,3,11,16,30,17,21.8,122.66,0.2,0,0
2018,3,11,17,30,0,20.1,134.78,0.2,0,0
2018,3,11,18,30,0,19.4,145.4,0.2,0,0
2018,3,11,19,30,0,18.7,152.61,0.2,0,0
2018,3,11,20,30,0,17.9,153.4,0.2,0,0
2018,3,11,21,30,0,17.1,147.3,0.2,0,0
2018,3,11,22,30,0,16.4,137.19,0.2,0,0
2018,3,11,23,30,0,16,125.28,0.2,0,0
2018,3,12,0,30,0,15.5,112.6,0.2,0,0
2018,3,12,1,30,0,15.1,99.6,0.2,0,0
2018,3,12,2,30,0,14.8,86.37,0.2,25,24
2018,3,12,3,30,0,14.1,73.63,0.2,113,401
2018,3,12,4,30,0,14.1,61.24,0.2,155,623
2018,3,12,5,30,27,15.8,49.76,0.2,183,728
2018,3,12,6,30,226,19.2,40.1,0.2,205,778
2018,3,12,7,30,454,22.2,33.92,0.2,218,798
2018,3,12,8,30,654,24.1,33.26,0.2,364,516
2018,3,12,9,30,800,25.4,38.39,0.2,224,757
2018,3,12,10,30,880,26.2,47.47,0.2,216,685
2018,3,12,11,30,796,26.6,58.65,0.2,203,538
2018,3,12,12,30,817,26.8,70.89,0.2,161,287
2018,3,12,13,30,679,26.6,83.61,0.2,41,14
2018,3,12,14,30,483,25.8,96.73,0.2,0,0
2018,3,12,15,30,255,23.9,109.75,0.2,0,0
2018,3,12,16,30,42,21.2,122.5,0.2,0,0
2018,3,12,17,30,0,19.6,134.58,0.2,0,0
2018,3,12,18,30,0,19,145.14,0.2,0,0
2018,3,12,19,30,0,17.9,152.26,0.2,0,0
2018,3,12,20,30,0,16.4,153,0.2,0,0
2018,3,12,21,30,0,15,146.94,0.2,0,0
2018,3,12,22,30,0,13.9,136.88,0.2,0,0
2018,3,12,23,30,0,13.2,125.01,0.2,0,0
2018,3,13,0,30,0,12.4,112.34,0.2,0,0
2018,3,13,1,30,0,11.4,99.35,0.2,0,0
2018,3,13,2,30,0,10.9,86.13,0.2,24,14
2018,3,13,3,30,0,10.3,73.37,0.2,131,305
2018,3,13,4,30,0,10.8,60.95,0.2,221,132
2018,3,13,5,30,25,13.2,49.44,0.2,217,650
2018,3,13,6,30,218,16.8,39.74,0.2,373,325
2018,3,13,7,30,285,19.8,33.52,0.2,313,23
2018,3,13,8,30,640,21.4,32.88,0.2,441,136
2018,3,13,9,30,623,22.5,38.09,0.2,365,377
2018,3,13,10,30,332,23.1,47.23,0.2,315,330
2018,3,13,11,30,556,23.4,58.46,0.2,185,586
2018,3,13,12,30,662,23.4,70.73,0.2,130,435
2018,3,13,13,30,539,23,83.47,0.2,51,111
2018,3,13,14,30,492,22,96.6,0.2,0,0
2018,3,13,15,30,274,20.3,109.6,0.2,0,0
2018,3,13,16,30,64,17.6,122.34,0.2,0,0
2018,3,13,17,30,0,15.5,134.38,0.2,0,0
2018,3,13,18,30,0,14.5,144.87,0.2,0,0
2018,3,13,19,30,0,13.7,151.9,0.2,0,0
2018,3,13,20,30,0,12.9,152.61,0.2,0,0
2018,3,13,21,30,0,11.8,146.58,0.2,0,0
2018,3,13,22,30,0,10.5,136.56,0.2,0,0
2018,3,13,23,30,0,9.4,124.73,0.2,0,0
2018,3,14,0,30,0,8.5,112.08,0.2,0,0
2018,3,14,1,30,0,8.1,99.09,0.2,0,0
2018,3,14,2,30,0,8,85.88,0.2,30,91
2018,3,14,3,30,0,8.2,73.1,0.2,93,515
2018,3,14,4,30,0,8.9,60.66,0.2,124,713
2018,3,14,5,30,37,11.1,49.12,0.2,143,813
2018,3,14,6,30,243,14.6,39.37,0.2,386,277
2018,3,14,7,30,474,17.8,33.13,0.2,436,123
2018,3,14,8,30,675,20.1,32.5,0.2,421,323
2018,3,14,9,30,601,21.6,37.78,0.2,291,22
2018,3,14,10,30,540,22.6,47,0.2,318,323
2018,3,14,11,30,694,23.2,58.28,0.2,208,409
2018,3,14,12,30,308,23.3,70.58,0.2,139,114
2018,3,14,13,30,539,22.9,83.33,0.2,48,176
2018,3,14,14,30,423,22.1,96.47,0.2,0,0
2018,3,14,15,30,177,20.6,109.46,0.2,0,0
2018,3,14,16,30,69,18.4,122.17,0.2,0,0
2018,3,14,17,30,0,16.5,134.18,0.2,0,0
2018,3,14,18,30,0,15.4,144.6,0.2,0,0
2018,3,14,19,30,0,14.5,151.54,0.2,0,0
2018,3,14,20,30,0,13.9,152.2,0.2,0,0
2018,3,14,21,30,0,13.2,146.22,0.2,0,0
2018,3,14,22,30,0,12.7,136.25,0.2,0,0
2018,3,14,23,30,0,12.3,124.45,0.2,0,0
2018,3,15,0,30,0,12.1,111.82,0.21,0,0
2018,3,15,1,30,0,11.8,98.84,0.21,0,0
2018,3,15,2,30,0,11.7,85.63,0.21,32,115
2018,3,15,3,30,0,11.3,72.83,0.21,93,537
2018,3,15,4,30,0,11.7,60.38,0.21,124,728
2018,3,15,5,30,41,13.8,48.8,0.21,143,824
2018,3,15,6,30,252,17.2,39.01,0.21,157,871
2018,3,15,7,30,484,20,32.73,0.21,380,415
2018,3,15,8,30,686,22,32.13,0.21,398,54
2018,3,15,9,30,834,23.3,37.48,0.21,311,26
2018,3,15,10,30,729,24.3,46.77,0.21,323,310
2018,3,15,11,30,444,24.9,58.09,0.21,242,101
2018,3,15,12,30,332,25,70.42,0.21,125,23
2018,3,15,13,30,535,24.6,83.2,0.21,30,0
2018,3,15,14,30,295,23.7,96.33,0.21,0,0
2018,3,15,15,30,133,21.9,109.32,0.21,0,0
2018,3,15,16,30,30,19,122.01,0.21,0,0
2018,3,15,17,30,0,16.8,133.97,0.21,0,0
2018,3,15,18,30,0,16.1,144.33,0.21,0,0
2018,3,15,19,30,0,15.7,151.18,0.21,0,0
2018,3,15,20,30,0,15.1,151.8,0.21,0,0
2018,3,15,21,30,0,14.4,145.85,0.21,0,0
2018,3,15,22,30,0,13.7,135.93,0.21,0,0
2018,3,15,23,30,0,13,124.16,0.21,0,0
2018,3,16,0,30,0,12.4,111.55,0.21,0,0
2018,3,16,1,30,0,11.8,98.58,0.21,0,0
2018,3,16,2,30,0,11.6,85.38,0.21,31,226
2018,3,16,3,30,0,11.3,72.57,0.21,76,653
2018,3,16,4,30,0,11.7,60.09,0.21,98,823
2018,3,16,5,30,50,13.9,48.47,0.21,112,906
2018,3,16,6,30,271,17.5,38.64,0.21,123,945
2018,3,16,7,30,509,20.9,32.33,0.21,130,962
2018,3,16,8,30,713,23.2,31.75,0.21,131,962
2018,3,16,9,30,861,24.7,37.18,0.21,129,935
2018,3,16,10,30,942,25.7,46.54,0.21,124,890
2018,3,16,11,30,949,26.3,57.91,0.21,111,806
2018,3,16,12,30,875,26.5,70.27,0.21,90,644
2018,3,16,13,30,735,26.2,83.06,0.21,46,276
2018,3,16,14,30,540,25.4,96.2,0.21,0,0
2018,3,16,15,30,307,23.5,109.18,0.21,0,0
2018,3,16,16,30,79,20.3,121.85,0.21,0,0
2018,3,16,17,30,0,17.9,133.77,0.21,0,0
2018,3,16,18,30,0,16.5,144.05,0.21,0,0
2018,3,16,19,30,0,15.4,150.82,0.21,0,0
2018,3,16,20,30,0,14.4,151.4,0.21,0,0
2018,3,16,21,30,0,13.6,145.48,0.21,0,0
2018,3,16,22,30,0,13.1,135.61,0.21,0,0
2018,3,16,23,30,0,12.6,123.88,0.21,0,0
2018,3,17,0,30,0,12.4,111.29,0.21,0,0
2018,3,17,1,30,0,12.6,98.33,0.21,0,0
2018,3,17,2,30,0,12.9,85.13,0.21,29,35
2018,3,17,3,30,0,13.1,72.3,0.21,124,124
2018,3,17,4,30,0,13.5,59.8,0.21,211,331
2018,3,17,5,30,32,15.3,48.15,0.21,182,8
2018,3,17,6,30,162,18.1,38.27,0.21,354,395
2018,3,17,7,30,377,20.1,31.93,0.21,403,369
2018,3,17,8,30,187,21.2,31.37,0.21,393,48
2018,3,17,9,30,664,22.3,36.88,0.21,202,12
2018,3,17,10,30,716,23.3,46.31,0.21,263,24
2018,3,17,11,30,434,23.3,57.73,0.21,245,105
2018,3,17,12,30,211,22.8,70.12,0.21,141,183
2018,3,17,13,30,280,22.4,82.93,0.21,35,0
2018,3,17,14,30,301,21.9,96.07,0.21,0,0
2018,3,17,15,30,203,20.9,109.04,0.21,0,0
2018,3,17,16,30,35,19.6,121.68,0.21,0,0
2018,3,17,17,30,0,18.6,133.56,0.21,0,0
2018,3,17,18,30,0,17.8,143.78,0.21,0,0
2018,3,17,19,30,0,17,150.46,0.21,0,0
2018,3,17,20,30,0,16.2,151,0.21,0,0
2018,3,17,21,30,0,15.3,145.11,0.21,0,0
2018,3,17,22,30,0,14.2,135.29,0.21,0,0
2018,3,17,23,30,0,13.2,123.59,0.21,0,0
2018,3,18,0,30,0,12.6,111.02,0.21,0,0
2018,3,18,1,30,0,12.1,98.07,0.21,0,0
2018,3,18,2,30,0,11.8,84.88,0.21,39,69
2018,3,18,3,30,0,11.5,72.03,0.21,85,0
2018,3,18,4,30,0,11.9,59.51,0.21,185,18
2018,3,18,5,30,45,14,47.83,0.21,331,132
2018,3,18,6,30,85,17.1,37.91,0.21,403,238
2018,3,18,7,30,194,19.4,31.52,0.21,419,343
2018,3,18,8,30,419,21,31,0.21,259,736
2018,3,18,9,30,591,21.9,36.58,0.21,394,337
2018,3,18,10,30,711,22.6,46.08,0.21,323,332
2018,3,18,11,30,890,23.2,57.56,0.21,236,296
2018,3,18,12,30,665,23.6,69.97,0.21,142,93
2018,3,18,13,30,553,23.4,82.8,0.21,53,37
2018,3,18,14,30,395,22.4,95.93,0.21,0,0
2018,3,18,15,30,174,21,108.9,0.21,0,0
2018,3,18,16,30,57,19.5,121.52,0.21,0,0
2018,3,18,17,30,0,18.1,133.35,0.21,0,0
2018,3,18,18,30,0,16.7,143.5,0.21,0,0
2018,3,18,19,30,0,15,150.1,0.21,0,0
2018,3,18,20,30,0,13.4,150.6,0.21,0,0
2018,3,18,21,30,0,12.1,144.74,0.21,0,0
2018,3,18,22,30,0,11.1,134.97,0.21,0,0
2018,3,18,23,30,0,10.2,123.3,0.21,0,0
2018,3,19,0,30,0,9.5,110.75,0.21,0,0
2018,3,19,1,30,0,8.8,97.81,0.21,0,0
2018,3,19,2,30,0,8.5,84.62,0.21,5,0
2018,3,19,3,30,0,7.6,71.76,0.21,21,0
2018,3,19,4,30,0,7.9,59.22,0.21,25,0
2018,3,19,5,30,5,9.9,47.51,0.21,43,0
2018,3,19,6,30,21,12.6,37.54,0.21,70,0
2018,3,19,7,30,25,14.5,31.12,0.21,83,0
2018,3,19,8,30,43,15.7,30.62,0.21,327,24
2018,3,19,9,30,70,16.6,36.29,0.21,298,22
2018,3,19,10,30,83,17.2,45.86,0.21,184,759
2018,3,19,11,30,347,17.5,57.38,0.21,161,662
2018,3,19,12,30,316,17.8,69.83,0.21,145,136
2018,3,19,13,30,712,17.6,82.66,0.21,34,0
2018,3,19,14,30,518,16.7,95.8,0.21,0,0
2018,3,19,15,30,191,15,108.76,0.21,0,0
2018,3,19,16,30,34,13.1,121.35,0.21,0,0
2018,3,19,17,30,0,11.6,133.14,0.21,0,0
2018,3,19,18,30,0,10.5,143.22,0.21,0,0
2018,3,19,19,30,0,9.7,149.73,0.21,0,0
2018,3,19,20,30,0,9,150.2,0.21,0,0
2018,3,19,21,30,0,8.4,144.37,0.21,0,0
2018,3,19,22,30,0,7.9,134.64,0.21,0,0
2018,3,19,23,30,0,7.4,123.01,0.21,0,0
2018,3,20,0,30,0,7,110.49,0.22,0,0
2018,3,20,1,30,0,6.6,97.55,0.22,0,0
2018,3,20,2,30,0,6.4,84.36,0.22,41,155
2018,3,20,3,30,0,5.9,71.5,0.22,99,551
2018,3,20,4,30,0,6.7,58.93,0.22,128,743
2018,3,20,5,30,57,9.3,47.19,0.22,144,839
2018,3,20,6,30,274,12.3,37.17,0.22,154,889
2018,3,20,7,30,511,14.8,30.72,0.22,159,912
2018,3,20,8,30,714,17,30.25,0.22,159,914
2018,3,20,9,30,863,18.9,35.99,0.22,153,897
2018,3,20,10,30,943,20.4,45.64,0.22,144,858
2018,3,20,11,30,948,21.4,57.21,0.22,127,777
2018,3,20,12,30,879,21.7,69.68,0.22,100,620
2018,3,20,13,30,744,21.6,82.53,0.22,52,265
2018,3,20,14,30,548,20.9,95.67,0.22,0,0
2018,3,20,15,30,315,19.1,108.61,0.22,0,0
2018,3,20,16,30,86,16.1,121.19,0.22,0,0
2018,3,20,17,30,0,13.9,132.93,0.22,0,0
2018,3,20,18,30,0,13.1,142.94,0.22,0,0
2018,3,20,19,30,0,12.5,149.37,0.22,0,0
2018,3,20,20,30,0,11.8,149.79,0.22,0,0
2018,3,20,21,30,0,11,144,0.22,0,0
2018,3,20,22,30,0,10.4,134.32,0.22,0,0
2018,3,20,23,30,0,9.8,122.72,0.22,0,0
2018,3,21,0,30,0,9.2,110.22,0.22,0,0
2018,3,21,1,30,0,8.8,97.29,0.22,0,0
2018,3,21,2,30,0,8.7,84.11,0.22,40,283
2018,3,21,3,30,0,8.8,71.23,0.22,82,679
2018,3,21,4,30,0,9.5,58.65,0.22,104,839
2018,3,21,5,30,69,11.9,46.87,0.22,118,918
2018,3,21,6,30,300,15.4,36.81,0.22,128,958
2018,3,21,7,30,540,18.3,30.32,0.22,133,976
2018,3,21,8,30,746,20.7,29.88,0.22,134,976
2018,3,21,9,30,895,22.6,35.7,0.22,135,944
2018,3,21,10,30,975,24,45.42,0.22,127,904
2018,3,21,11,30,980,24.9,57.04,0.22,112,830
2018,3,21,12,30,901,25.3,69.54,0.22,87,688
2018,3,21,13,30,761,25.2,82.4,0.22,47,357
2018,3,21,14,30,563,24.4,95.54,0.22,0,0
2018,3,21,15,30,328,22.4,108.47,0.22,0,0
2018,3,21,16,30,95,19.1,121.02,0.22,0,0
2018,3,21,17,30,0,17.1,132.72,0.22,0,0
2018,3,21,18,30,0,16.4,142.66,0.22,0,0
2018,3,21,19,30,0,15.4,149,0.22,0,0
2018,3,21,20,30,0,14.4,149.39,0.22,0,0
2018,3,21,21,30,0,13.5,143.63,0.22,0,0
2018,3,21,22,30,0,12.8,133.99,0.22,0,0
2018,3,21,23,30,0,12.1,122.43,0.22,0,0
2018,3,22,0,30,0,11.4,109.94,0.22,0,0
2018,3,22,1,30,0,10.8,97.03,0.22,0,0
2018,3,22,2,30,0,10.5,83.86,0.22,36,377
2018,3,22,3,30,0,10,70.96,0.22,71,742
2018,3,22,4,30,0,10.9,58.36,0.22,90,883
2018,3,22,5,30,76,14.7,46.55,0.22,102,947
2018,3,22,6,30,313,19.6,36.44,0.22,110,983
2018,3,22,7,30,553,22.9,29.92,0.22,114,999
2018,3,22,8,30,753,24.9,29.51,0.22,115,999
2018,3,22,9,30,901,26.3,35.41,0.22,345,514
2018,3,22,10,30,981,27.2,45.21,0.22,274,487
2018,3,22,11,30,985,27.7,56.87,0.22,95,870
2018,3,22,12,30,764,27.8,69.4,0.22,76,738
2018,3,22,13,30,617,27.5,82.27,0.22,42,417
2018,3,22,14,30,570,26.6,95.41,0.22,0,0
2018,3,22,15,30,336,24.4,108.33,0.22,0,0
2018,3,22,16,30,98,20.7,120.85,0.22,0,0
2018,3,22,17,30,0,18.2,132.51,0.22,0,0
2018,3,22,18,30,0,17.3,142.38,0.22,0,0
2018,3,22,19,30,0,16.6,148.64,0.22,0,0
2018,3,22,20,30,0,15.6,148.99,0.22,0,0
2018,3,22,21,30,0,14.6,143.26,0.22,0,0
2018,3,22,22,30,0,13.9,133.66,0.22,0,0
2018,3,22,23,30,0,13.5,122.14,0.22,0,0
2018,3,23,0,30,0,13,109.67,0.22,0,0
2018,3,23,1,30,0,12.7,96.77,0.22,0,0
2018,3,23,2,30,0,12.6,83.6,0.22,35,0
2018,3,23,3,30,0,12.6,70.69,0.22,120,339
2018,3,23,4,30,0,13.5,58.07,0.22,242,214
2018,3,23,5,30,35,16.5,46.23,0.22,288,427
2018,3,23,6,30,232,20.3,36.08,0.22,417,217
2018,3,23,7,30,355,23.2,29.52,0.22,445,291
2018,3,23,8,30,583,25.3,29.13,0.22,463,207
2018,3,23,9,30,592,26.7,35.13,0.22,355,479
2018,3,23,10,30,698,27.7,44.99,0.22,286,31
2018,3,23,11,30,643,28.1,56.7,0.22,190,14
2018,3,23,12,30,747,28,69.26,0.22,14,0
2018,3,23,13,30,308,27.5,82.14,0.22,6,0
2018,3,23,14,30,197,26.6,95.28,0.22,0,0
2018,3,23,15,30,14,24.9,108.19,0.22,0,0
2018,3,23,16,30,6,21.9,120.68,0.22,0,0
2018,3,23,17,30,0,19.4,132.29,0.22,0,0
2018,3,23,18,30,0,18.3,142.09,0.22,0,0
2018,3,23,19,30,0,17.1,148.28,0.22,0,0
2018,3,23,20,30,0,16,148.59,0.22,0,0
2018,3,23,21,30,0,15.1,142.88,0.22,0,0
2018,3,23,22,30,0,14.4,133.34,0.22,0,0
2018,3,23,23,30,0,13.9,121.84,0.22,0,0
2018,3,24,0,30,0,13.5,109.4,0.22,0,0
2018,3,24,1,30,0,13.5,96.51,0.22,0,0
2018,3,24,2,30,0,13.5,83.34,0.22,51,130
2018,3,24,3,30,0,13.5,70.43,0.22,123,329
2018,3,24,4,30,0,14,57.79,0.22,170,540
2018,3,24,5,30,66,16.7,45.91,0.22,244,572
2018,3,24,6,30,233,20.7,35.72,0.22,353,431
2018,3,24,7,30,458,23.7,29.12,0.22,400,403
2018,3,24,8,30,641,25.6,28.77,0.22,405,448
2018,3,24,9,30,703,26.8,34.84,0.22,355,459
2018,3,24,10,30,753,27.6,44.78,0.22,276,484
2018,3,24,11,30,798,28,56.54,0.22,153,624
2018,3,24,12,30,732,28.1,69.12,0.22,133,335
2018,3,24,13,30,620,27.8,82.02,0.22,48,22
2018,3,24,14,30,498,26.9,95.15,0.22,0,0
2018,3,24,15,30,252,24.9,108.04,0.22,0,0
2018,3,24,16,30,51,21.9,120.51,0.22,0,0
2018,3,24,17,30,0,19.9,132.08,0.22,0,0
2018,3,24,18,30,0,19.3,141.81,0.22,0,0
2018,3,24,19,30,0,18.8,147.91,0.22,0,0
2018,3,24,20,30,0,18,148.19,0.22,0,0
2018,3,24,21,30,0,17.1,142.51,0.22,0,0
2018,3,24,22,30,0,16.3,133.01,0.22,0,0
2018,3,24,23,30,0,15.6,121.55,0.22,0,0
2018,3,25,0,30,0,15.1,109.13,0.22,0,0
2018,3,25,1,30,0,14.7,96.25,0.22,0,0
2018,3,25,2,30,0,14.6,83.09,0.22,55,119
2018,3,25,3,30,0,14.3,70.16,0.22,128,477
2018,3,25,4,30,0,14.8,57.5,0.22,167,665
2018,3,25,5,30,69,17.8,45.6,0.22,190,766
2018,3,25,6,30,290,22.2,35.36,0.22,203,821
2018,3,25,7,30,524,25.5,28.72,0.22,210,846
2018,3,25,8,30,726,27.6,28.4,0.22,210,848
2018,3,25,9,30,873,28.9,34.56,0.22,204,825
2018,3,25,10,30,952,29.8,44.57,0.22,190,776
2018,3,25,11,30,955,30.3,56.37,0.22,166,680
2018,3,25,12,30,884,30.6,68.98,0.22,130,509
2018,3,25,13,30,743,30.4,81.89,0.22,63,171
2018,3,25,14,30,543,29.7,95.02,0.22,0,0
2018,3,25,15,30,312,27.6,107.9,0.22,0,0
2018,3,25,16,30,87,24,120.34,0.22,0,0
2018,3,25,17,30,0,21.4,131.86,0.22,0,0
2018,3,25,18,30,0,20.5,141.52,0.22,0,0
2018,3,25,19,30,0,19.6,147.55,0.22,0,0
2018,3,25,20,30,0,18.6,147.79,0.22,0,0
2018,3,25,21,30,0,17.7,142.14,0.22,0,0
2018,3,25,22,30,0,16.8,132.68,0.22,0,0
2018,3,25,23,30,0,15.9,121.25,0.22,0,0
2018,3,26,0,30,0,15.2,108.85,0.22,0,0
2018,3,26,1,30,0,14.6,95.98,0.22,0,0
2018,3,26,2,30,0,14.4,82.83,0.22,56,158
2018,3,26,3,30,0,13.9,69.9,0.22,122,518
